Gene				Gene			Proper_Name	Chromo	BPKM (polyA-)	BPKM (polyA+)	FoldChange	WaldStat	GeneDescription		
uc002nrb.1	AK131472			AK131472			Ak131472	chr19	5.3	1.9	2.8	5.7	"Homo sapiens cDNA FLJ16640 fis, clone TESTI4028938, moderately similar to Zinc finger protein 85."		
uc010nlq.1	AK311345			AK311345			Ak311345	chrX	3.2	1.0	3.2	5.7	"Homo sapiens cDNA FLJ33139 fis, clone UTERU1000109."		
uc003kmw.1	NM_175920	Q9UIQ6-2	Q9UIQ6-2	LNPEP	NM_175920	NP_787116	Lnpep	chr5	3.0	0.9	3.2	5.7	leucyl/cystinyl aminopeptidase isoform 2		
uc002qoi.1	NM_213598	Q08ER8	ZN543_HUMAN	ZNF543	NM_213598	NP_998763	Znf543	chr19	4.4	1.6	2.8	5.6	zinc finger protein 543		
uc003sop.1	BC044606			BC044606			Bc044606	chr7	5.2	0.1	42.9	5.6	"Homo sapiens hypothetical protein LOC221946, mRNA (cDNA clone IMAGE:4829407)."		
uc002ogi.2	NM_152484	A8K1S2	A8K1S2_HUMAN	ZNF569	NM_152484	NP_689697	Znf569	chr19	4.1	1.7	2.5	5.5	zinc finger protein 569		
uc011lzk.1	NM_005294	B2R8W9	B2R8W9_HUMAN	GPR21	NM_005294	NP_005285	Gpr21	chr9	3.7	0.1	48.1	5.5	G protein-coupled receptor 21		
uc003cjs.1	NR_002325			SNORA6	NR_002325		Snora6	chr3	53.6	6.8	7.9	5.4	"Homo sapiens small nucleolar RNA, H/ACA box 6 (SNORA6), non-coding RNA."		
uc002nhn.3	NM_000215	P52333	JAK3_HUMAN	JAK3	NM_000215	NP_000206	Jak3	chr19	3.5	1.7	2.1	5.4	Janus kinase 3		
uc004coq.3	DQ582201			DQ582201			Dq582201	chrM	181.3	87.3	2.1	5.4	"Homo sapiens cDNA: FLJ22857 fis, clone KAT01615."		
uc001gjo.1	NR_002579			SNORD74	NR_002579		Snord74	chr1	96.4	8.3	11.6	5.3	"Homo sapiens small nucleolar RNA, C/D box 74 (SNORD74), non-coding RNA."		
uc003pwm.2	NM_000493	A1L4P2	A1L4P2_HUMAN	COL10A1	NM_000493	NP_000484	Col10A1	chr6	1.9	0.1	20.6	5.3	type X collagen alpha 1 precursor		
uc002hqz.1	NR_002576			SNORA21	NR_002576		Snora21	chr17	44.9	1.3	33.6	5.3	"Homo sapiens small nucleolar RNA, H/ACA box 21 (SNORA21), non-coding RNA."		
uc009ywe.2	NR_002920			SNORA8	NR_002920		Snora8	chr11	52.5	6.0	8.8	5.3	"Homo sapiens small nucleolar RNA, H/ACA box 8 (SNORA8), non-coding RNA."		
uc001cmk.1	NR_000024			SNORD46	NR_000024		Snord46	chr1	60.8	2.3	26.0	5.2	"Homo sapiens small nucleolar RNA, C/D box 46 (SNORD46), non-coding RNA."		
uc001rlm.2	NM_032834	Q5BKT4	AG10A_HUMAN	ALG10	NM_032834	NP_116223	Alg10	chr12	3.1	0.8	4.1	5.1	asparagine-linked glycosylation 10 homolog		
uc001cmj.1	NR_000015			SNORD55	NR_000015		Snord55	chr1	82.8	5.8	14.3	5.1	"Homo sapiens small nucleolar RNA, C/D box 55 (SNORD55), non-coding RNA."		
uc001hhs.3	NM_001146261	A1L3Y1	A1L3Y1_HUMAN	SYT14	NM_001146261	NP_001139733	Syt14	chr1	3.8	1.8	2.1	5.1	synaptotagmin XIV isoform 1		
uc002jtl.2	NR_003013			SCARNA16	NR_003013		Scarna16	chr17	30.0	1.0	30.9	5.1	"Homo sapiens small Cajal body-specific RNA 16 (SCARNA16), non-coding RNA."		
uc001yya.2	NR_003331			SNORD116-16	NR_003331		Snord116-16	chr15	57.3	0.9	66.0	5.1	"Homo sapiens small nucleolar RNA, C/D box 116-16 (SNORD116-16), non-coding RNA."		
uc002cov.1	NR_002736			SNORD60	NR_002736		Snord60	chr16	74.2	6.1	12.2	5.0	"Homo sapiens small nucleolar RNA, C/D box 60 (SNORD60), non-coding RNA."		
uc003ppf.1	NM_012160	Q9UKA2	FBXL4_HUMAN	FBXL4	NM_012160	NP_036292	Fbxl4	chr6	5.7	2.7	2.1	5.0	F-box and leucine-rich repeat protein 4		
uc003jqc.1	NR_001575			RNF138P1	NR_001575		Rnf138P1	chr5	1.3	0.2	5.6	5.0	"Homo sapiens ring finger protein 138 pseudogene 1, mRNA (cDNA clone IMAGE:4826852)."		
uc010zyb.1	NR_024594	Q96N05	Q96N05_HUMAN	hCG_2018772	NR_024594		Hcg_2018772	chr20	2.8	0.3	9.0	5.0	"SubName: Full=HCG2018772; SubName: Full=cDNA FLJ31609 fis, clone NT2RI2002852;"		
uc010mqv.2	NR_003704			SNORA84	NR_003704		Snora84	chr9	38.0	0.4	91.6	5.0	"Homo sapiens small nucleolar RNA, H/ACA box 84 (SNORA84), non-coding RNA."		
uc003ilw.2	NM_006439	Q13394	MB211_HUMAN	MAB21L2	NM_006439	NP_006430	Mab21L2	chr4	2.1	0.2	13.3	4.9	mab-21-like protein 2		
uc001rkf.1	NR_026806	Q0VFX0	YL001_HUMAN	FLJ13224	NR_026806		Flj13224	chr12	4.4	0.8	5.6	4.8	RecName	 Full=Putative uncharacterized protein FLJ13224;	
uc001xfu.1	NM_031914	B7ZL60	B7ZL60_HUMAN	SYT16	NM_031914	NP_114120	Syt16	chr14	2.3	0.5	4.3	4.8	synaptotagmin XIV-like		
uc001sri.1	NM_175895	B2RMN9	B2RMN9_HUMAN	C12orf61	NM_175895	NP_787091	C12Orf61	chr12	3.3	0.3	12.5	4.8	hypothetical protein LOC283416		
uc001wau.1	NR_002916			SNORD8	NR_002916		Snord8	chr14	42.6	0.0	0.0	4.8	"Homo sapiens small nucleolar RNA, C/D box 8 (SNORD8), non-coding RNA."		
uc001rsa.1	NR_002968			SNORA34	NR_002968		Snora34	chr12	33.6	0.1	609.8	4.8	"Homo sapiens small nucleolar RNA, H/ACA box 34 (SNORA34), non-coding RNA."		
uc002npe.2	BC067843			ZNF66			Znf66	chr19	6.3	1.1	5.6	4.8	"Homo sapiens zinc finger protein 66, mRNA (cDNA clone MGC:87430 IMAGE:5270688), complete cds."		
uc001owj.1	NR_000005			SNORD15A	NR_000005		Snord15A	chr11	32.1	0.7	43.5	4.7	"Homo sapiens small nucleolar RNA, C/D box 15A (SNORD15A), non-coding RNA."		
uc011kdq.1	NM_006524	B4DP87	B4DP87_HUMAN	ZNF138	NM_006524	NP_006515	Znf138	chr7	6.0	2.8	2.2	4.7	zinc finger protein 138 isoform 1		
uc003vum.1	NM_080660	Q96H79	ZCCHL_HUMAN	ZC3HAV1L	NM_080660	NP_542391	Zc3Hav1L	chr7	7.5	3.0	2.5	4.7	"zinc finger CCCH-type, antiviral 1-like"		
uc002nrk.3	NM_138286	B9EGB3	B9EGB3_HUMAN	ZNF681	NM_138286	NP_612143	Znf681	chr19	2.4	1.2	2.0	4.6	zinc finger protein 681		
uc010fgr.1	NR_004378			SNORD94	NR_004378		Snord94	chr2	35.0	1.9	18.0	4.6	"Homo sapiens small nucleolar RNA, C/D box 94 (SNORD94), non-coding RNA."		
uc002sep.2	NM_173545	Q8IW19	APLF_HUMAN	APLF	NM_173545	NP_775816	Aplf	chr2	1.7	0.5	3.5	4.6	aprataxin and PNKP like factor		
uc001yxg.2	NR_003316			SNORD116-1	NR_003316		Snord116-1	chr15	47.8	2.6	18.7	4.5	"Homo sapiens small nucleolar RNA, C/D box 116-1 (SNORD116-1), non-coding RNA."		
uc003lnq.1	NM_205846	Q8N945-2	Q8N945-2	PRELID2	NM_205846	NP_995318	Prelid2	chr5	2.3	0.7	3.4	4.5	PRELI domain containing 2 isoform b		
uc002djc.2	AL834164	Q8ND77	Q8ND77_HUMAN	DKFZp547E087			Dkfzp547E087	chr16	5.7	2.8	2.0	4.5	SubName	 Full=Putative uncharacterized protein DKFZp547E087;	
uc011czv.1	NR_026703			VTRNA1-1	NR_026703		Vtrna1-1	chr5	40.8	0.0	0.0	4.5	"Homo sapiens vault RNA 1-1 (VTRNA1-1), non-coding RNA."		
uc001tln.2	NM_152772	Q8N4U5	T11L2_HUMAN	TCP11L2	NM_152772	NP_689985	Tcp11L2	chr12	1.3	0.4	3.6	4.5	t-complex 11 (mouse) like 2		
uc001vaa.1	NR_002967			SNORA31	NR_002967		Snora31	chr13	33.1	1.2	28.7	4.5	"Homo sapiens small nucleolar RNA, H/ACA box 31 (SNORA31), non-coding RNA."		
uc003pyo.1	NM_152730	Q96NH3	CF170_HUMAN	C6orf170	NM_152730	NP_689943	C6Orf170	chr6	1.9	0.7	2.5	4.4	hypothetical protein LOC221322		
uc004dgk.1	AK098783			AK098783			Ak098783	chrX	2.5	0.3	8.6	4.4	"Homo sapiens cDNA FLJ25917 fis, clone CBR04926."		
uc002ldy.1	NR_003003			SCARNA17	NR_003003		Scarna17	chr18	24.6	9.2	2.7	4.3	"Homo sapiens small Cajal body-specific RNA 17 (SCARNA17), non-coding RNA."		
uc001yyj.2	NR_003338			SNORD116-24	NR_003338		Snord116-24	chr15	54.1	7.2	7.5	4.3	"Homo sapiens small nucleolar RNA, C/D box 116-24 (SNORD116-24), non-coding RNA."		
uc003gzq.1	NR_003016			SNORA26	NR_003016		Snora26	chr4	34.8	2.4	14.5	4.3	"Homo sapiens small nucleolar RNA, H/ACA box 26 (SNORA26), non-coding RNA."		
uc002cou.2	NM_014353	Q3L6K5	Q3L6K5_HUMAN	RAB26	NM_014353	NP_055168	Rab26	chr16	8.7	4.3	2.0	4.2	"RAB26, member RAS oncogene family"		
uc003cbk.1	NM_144633	Q96L42	KCNH8_HUMAN	KCNH8	NM_144633	NP_653234	Kcnh8	chr3	1.5	0.5	2.8	4.1	"potassium voltage-gated channel, subfamily H,"		
uc009ywg.1	NR_002959			SNORA18	NR_002959		Snora18	chr11	40.5	7.8	5.2	4.1	"Homo sapiens small nucleolar RNA, H/ACA box 18 (SNORA18), non-coding RNA."		
uc010hhs.2	NR_002324			SNORA62	NR_002324		Snora62	chr3	39.1	9.5	4.1	4.0	"Homo sapiens small nucleolar RNA, H/ACA box 62 (SNORA62), non-coding RNA."		
uc001yyh.2	NR_003337			SNORD116-23	NR_003337		Snord116-23	chr15	45.5	5.4	8.4	4.0	"Homo sapiens small nucleolar RNA, C/D box 116-23 (SNORD116-23), non-coding RNA."		
uc003pxz.1	NM_001042475	Q5SZL2	CF204_HUMAN	C6orf204	NM_001042475	NP_001035940	C6Orf204	chr6	2.7	1.2	2.2	4.0	chromosome 6 open reading frame 204 isoform a		
uc003zhu.2	BC069756			BC069756			Bc069756	chr9	2.5	0.2	15.8	3.9	"Homo sapiens PRO1600 mRNA, complete cds."		
uc001hwm.1	NR_002956			SNORA14B	NR_002956		Snora14B	chr1	23.4	0.6	36.2	3.8	"Homo sapiens small nucleolar RNA, H/ACA box 14B (SNORA14B), non-coding RNA."		
uc003apj.1	AX748195			AX748195			Ax748195	chr22	2.8	0.3	8.2	3.8	"Homo sapiens cDNA FLJ36227 fis, clone THYMU2001071."		
uc002eny.1	NR_002978			SNORA46	NR_002978		Snora46	chr16	22.2	0.3	80.7	3.8	"Homo sapiens small nucleolar RNA, H/ACA box 46 (SNORA46), non-coding RNA."		
uc002upl.2	CR936597			FSIP2			Fsip2	chr2	1.1	0.3	4.2	3.8	"Homo sapiens cDNA FLJ34780 fis, clone NT2NE2003705, weakly similar to U2 SMALL NUCLEAR RIBONUCLEOPROTEIN AUXILIARY FACTOR 35 KDA SUBUNIT RELATED-PROTEIN 2."		
uc001yxq.2	NR_003322			SNORD116-5	NR_003322		Snord116-5	chr15	32.0	1.0	30.6	3.8	"Homo sapiens small nucleolar RNA, C/D box 116-5 (SNORD116-5), non-coding RNA."		
uc001mfs.1	AX747224			AX747224			Ax747224	chr11	1.9	0.4	4.6	3.8	"Homo sapiens cDNA FLJ34536 fis, clone HLUNG2008384."		
uc003nhj.2	BC079832			BC079832			Bc079832	chr6	6.1	0.5	12.9	3.8	"Homo sapiens hypothetical protein MGC12935, mRNA (cDNA clone IMAGE:4309284), partial cds."		
uc001miq.2	DQ597482			DQ597482			Dq597482	chr11	2.5	0.1	18.7	3.8	full-length cDNA clone CS0DM002YL19 of Fetal liver of Homo sapiens (human).		
uc001xun.2	NM_004796	Q9Y4C0-3	Q9Y4C0-3	NRXN3	NM_004796	NP_004787	Nrxn3	chr14	1.1	0.5	2.1	3.7	neurexin 3 isoform 1 precursor		
uc002pzp.3	NM_001099694	B4DR51	B4DR51_HUMAN	ZNF578	NM_001099694	NP_001093164	Znf578	chr19	1.5	0.7	2.1	3.7	zinc finger protein 578		
uc003ilv.1	AK096995			AK096995			Ak096995	chr4	1.4	0.1	14.6	3.7	"Homo sapiens cDNA FLJ39676 fis, clone SMINT2009832."		
uc010ghz.2	NR_002433			SNORD12C	NR_002433		Snord12c	chr20	40.2	2.8	14.2	3.6	"Homo sapiens small nucleolar RNA, C/D box 12C (SNORD12C), non-coding RNA."		
uc002vro.2	NM_000867	B2R9D5	B2R9D5_HUMAN	HTR2B	NM_000867	NP_000858	Htr2b	chr2	1.2	0.0	63.2	3.6	5-hydroxytryptamine (serotonin) receptor 2B		
uc002xio.1	NR_003018			SNORA71D	NR_003018		Snora71d	chr20	19.2	0.0	0.0	3.6	"Homo sapiens small nucleolar RNA, H/ACA box 71D (SNORA71D), non-coding RNA."		
uc003vfm.2	NM_001130475	A4D226	A4D226_HUMAN	THAP5	NM_001130475	NP_001123947	Thap5	chr7	2.8	1.3	2.1	3.6	THAP domain containing 5 isoform 1		
uc002ukc.1	NM_030650	Q9C0E8	LNP_HUMAN	KIAA1715	NM_030650	NP_085153	Kiaa1715	chr2	1.8	0.9	2.0	3.6	Lunapark		
uc003kjz.2	NM_020801	Q96B67	ARRD3_HUMAN	ARRDC3	NM_020801	NP_065852	Arrdc3	chr5	1.7	0.7	2.7	3.6	arrestin domain containing 3		
uc003yjz.1	AX746867			AX746867			Ax746867	chr8	1.1	0.1	13.8	3.6	"Homo sapiens cDNA FLJ33916 fis, clone CTONG2016775."		
uc002jkb.2	NR_026914			MGC16275	NR_026914		Mgc16275	chr17	2.1	0.6	3.5	3.5	"Homo sapiens hypothetical protein MGC16275, mRNA (cDNA clone IMAGE:3831928), partial cds."		
uc003njp.2	NM_021968	B2R4R0	B2R4R0_HUMAN	HIST1H4J	NM_021968	NP_068803	Hist1h4j	chr6	7.6	0.2	31.0	3.5	"histone cluster 1, H4j"		
uc004dry.2	CR624170			CR624170			Cr624170	chrX	2.4	0.6	4.3	3.5	full-length cDNA clone CS0DC007YA11 of Neuroblastoma Cot 25-normalized of Homo sapiens (human).		
uc001lxd.1	NR_002982			SNORA54	NR_002982		Snora54	chr11	20.3	0.1	330.5	3.5	"Homo sapiens small nucleolar RNA, H/ACA box 54 (SNORA54), non-coding RNA."		
uc011afr.1	NR_028082			C21orf123	NR_028082		C21Orf123	chr21	1.4	0.3	3.9	3.5	"Homo sapiens cDNA FLJ38752 fis, clone KIDNE2012613."		
uc001mgq.1	NR_002580			SNORA3	NR_002580		Snora3	chr11	22.3	1.6	13.8	3.5	"Homo sapiens small nucleolar RNA, H/ACA box 3 (SNORA3), non-coding RNA."		
uc001squ.2	NM_004731	Q8NEM3	Q8NEM3_HUMAN	SLC16A7	NM_004731	NP_004722	Slc16a7	chr12	1.1	0.3	3.9	3.5	"solute carrier family 16, member 7"		
uc003kka.3	NR_027435			LOC100129716	NR_027435		Loc100129716	chr5	1.2	0.1	10.7	3.5	"Homo sapiens hypothetical protein LOC285620, mRNA (cDNA clone IMAGE:5286379)."		
uc003vly.1	NM_176814	Q2TB10	ZN800_HUMAN	ZNF800	NM_176814	NP_789784	Znf800	chr7	1.5	0.6	2.5	3.4	zinc finger protein 800		
uc002udm.1	AK123487			AK123487			Ak123487	chr2	1.8	0.4	4.6	3.4	"Homo sapiens cDNA FLJ41493 fis, clone BRTHA2005005."		
uc001yxp.2	NR_003321			SNORD116-2	NR_003321		Snord116-2	chr15	30.9	3.2	9.6	3.4	"Homo sapiens small nucleolar RNA, C/D box 116-2 (SNORD116-2), non-coding RNA."		
uc010xgk.1	NR_027271			C19orf23	NR_027271		C19orf23	chr19	4.0	1.3	3.1	3.4	"Homo sapiens chromosome 19 open reading frame 23, mRNA (cDNA clone IMAGE:3630948)."		
uc003bqf.2	NM_003670	Q6IB83	Q6IB83_HUMAN	BHLHE40	NM_003670	NP_003661	Bhlhe40	chr3	2.1	0.9	2.5	3.4	"basic helix-loop-helix family, member e40"		
uc004box.2	NM_001045476	Q5JTN6	WDR38_HUMAN	WDR38	NM_001045476	NP_001038941	Wdr38	chr9	2.2	0.2	9.9	3.4	WD repeat domain 38		
uc003ivj.1	NR_024008	Q96NR7	CD038_HUMAN	C4orf38	NR_024008		C4orf38	chr4	3.1	1.2	2.5	3.4	RecName	 Full=Uncharacterized protein C4orf38;	
uc002bkn.1	NR_003661			UBE2QP1	NR_003661		Ube2qp1	chr15	1.7	0.3	5.4	3.4	"Homo sapiens cDNA FLJ43276 fis, clone KIDNE2011532, moderately similar to Homo sapiens melanoma-associated chondroitin sulfate proteoglycan 4."		
uc003nbk.2	BC033996			BC033996			Bc033996	chr6	7.1	1.2	5.8	3.3	Homo sapiens cDNA clone IMAGE	5297356	
uc004esm.2	NR_027131			CXorf42	NR_027131		Cxorf42	chrX	1.5	0.3	5.0	3.3	"Homo sapiens cDNA FLJ36576 fis, clone TRACH2012497."		
uc002lfi.1	NR_002970			SNORA37	NR_002970		Snora37	chr18	17.1	0.0	1895.7	3.3	"Homo sapiens small nucleolar RNA, H/ACA box 37 (SNORA37), non-coding RNA."		
uc002xik.2	NR_002910			SNORA71B	NR_002910		Snora71B	chr20	17.7	0.8	21.8	3.3	"Homo sapiens small nucleolar RNA, H/ACA box 71B (SNORA71B), non-coding RNA."		
uc003pck.2	NM_001010872	Q5T0W9	FA83B_HUMAN	FAM83B	NM_001010872	NP_001010872	Fam83b	chr6	2.8	1.3	2.1	3.3	hypothetical protein LOC222584		
uc003vmj.1	NR_027330			NAG8	NR_027330		Nag8	chr7	1.3	0.2	5.6	3.3	"Homo sapiens brain and nasopharyngeal carcinoma susceptibility protein NSG-x mRNA, partial cds."		
uc001kkg.1	BC043227			BC043227			Bc043227	chr10	1.3	0.2	7.4	3.2	Homo sapiens cDNA clone IMAGE	5295530	
uc003qsu.1	NR_002960			SNORA20	NR_002960		Snora20	chr6	18.2	1.3	14.3	3.2	"Homo sapiens small nucleolar RNA, H/ACA box 20 (SNORA20), non-coding RNA."		
uc003khz.2	NR_003139			SCARNA18	NR_003139		Scarna18	chr5	16.5	0.5	35.3	3.2	"Homo sapiens small Cajal body-specific RNA 18 (SCARNA18), non-coding RNA."		
uc010emy.1	NR_000021			SNORD32A	NR_000021		Snord32A	chr19	36.8	6.2	5.9	3.2	"Homo sapiens small nucleolar RNA, C/D box 32A (SNORD32A), non-coding RNA."		
uc003mce.1	NR_002988			SNORA74B	NR_002988		Snora74B	chr5	9.8	0.0	0.0	3.2	"Homo sapiens small nucleolar RNA, H/ACA box 74B (SNORA74B), non-coding RNA."		
uc001yyo.2	NR_003360			SNORD116-29	NR_003360		Snord116-29	chr15	24.1	0.3	80.9	3.1	"Homo sapiens small nucleolar RNA, C/D box 116-29 (SNORD116-29), non-coding RNA."		
uc010hyu.1	NR_002587			SNORD2	NR_002587		Snord2	chr3	37.3	4.7	7.9	3.1	"Homo sapiens small nucleolar RNA, C/D box 2 (SNORD2), non-coding RNA."		
uc001fmn.1	NR_003005			SCARNA4	NR_003005		Scarna4	chr1	15.5	0.3	56.5	3.1	"Homo sapiens small Cajal body-specific RNA 4 (SCARNA4), non-coding RNA."		
uc010amc.1	BC148262			BC148262			Bc148262	chr14	4.6	0.4	12.0	3.1	Homo sapiens cDNA clone IMAGE	40107853	
uc003gid.2	BC025734			BC025734			Bc025734	chr4	2.9	1.4	2.1	3.0	"Homo sapiens, clone IMAGE:5204729, mRNA."		
uc009zgj.1	NR_026971			LOC144571	NR_026971		Loc144571	chr12	1.5	0.4	4.0	3.0	"Homo sapiens cDNA FLJ32290 fis, clone PROST2000463."		
uc010shj.1	NM_176888	P59542	T2R48_HUMAN	TAS2R19	NM_176888	NP_795369	Tas2R19	chr12	2.5	0.2	10.0	3.0	"taste receptor, type 2, member 19"		
uc003qmh.1	BC034817			BC034817			Bc034817	chr6	1.1	0.2	6.9	2.9	Homo sapiens cDNA clone IMAGE	4824774	
uc009ywc.1	NR_003032			SNORA32	NR_003032		Snora32	chr11	17.2	1.6	10.8	2.9	"Homo sapiens small nucleolar RNA, H/ACA box 32 (SNORA32), non-coding RNA."		
uc001xqo.1	AK096592			AK096592			Ak096592	chr14	1.4	0.5	2.7	2.9	"Homo sapiens cDNA FLJ39273 fis, clone OCBBF2010792."		
uc001yyk.2	NR_003339			SNORD116-25	NR_003339		Snord116-25	chr15	18.9	0.4	42.1	2.9	"Homo sapiens small nucleolar RNA, C/D box 116-25 (SNORD116-25), non-coding RNA."		
uc002jeb.2	NR_002995			SNORA76	NR_002995		Snora76	chr17	27.7	8.4	3.3	2.9	"Homo sapiens small nucleolar RNA, H/ACA box 76 (SNORA76), non-coding RNA."		
uc009ywh.2	NR_002973			SNORA40	NR_002973		Snora40	chr11	21.6	4.3	5.0	2.9	"Homo sapiens small nucleolar RNA, H/ACA box 40 (SNORA40), non-coding RNA."		
uc003zey.2	NR_002807			Tmp21-II	NR_002807		Tmp21-Ii	chr8	1.4	0.6	2.3	2.9	Homo sapiens mRNA for Tmp21-II putative transcribed pseudogene.		
uc010rfk.1	NR_026952			LOC729799	NR_026952		Loc729799	chr11	1.1	0.2	4.6	2.9	"Homo sapiens SEC14-like 1 pseudogene (LOC729799), non-coding RNA."		
uc004cor.1	DQ582265			DQ582265			Dq582265	chrM	65.4	6.5	10.1	2.8	DQ582265		
uc001hmj.2	NR_001587			AURKAPS1	NR_001587		Aurkaps1	chr1	2.0	0.5	4.0	2.8	"Homo sapiens aurora kinase A pseudogene 1 (AURKAPS1), non-coding RNA."		
uc002rnv.1	NM_000379	P47989	XDH_HUMAN	XDH	NM_000379	NP_000370	Xdh	chr2	1.1	0.5	2.1	2.8	xanthine dehydrogenase		
uc001vny.1	CR605438			CR605438			Cr605438	chr13	1.8	0.5	3.3	2.7	"Homo sapiens clone IMAGE:110862, mRNA sequence."		
uc004auk.2	BC036695			BC036695			Bc036695	chr9	3.6	1.5	2.4	2.7	Homo sapiens cDNA clone IMAGE	5265295	
uc003qit.1	AK097143	O00549	O00549_HUMAN	AK097143			Ak097143	chr6	1.5	0.4	3.4	2.7	SubName	 Full=ORF2-like protein; Flags	 Fragment;
uc002xin.1	NR_003017			SNORA71C	NR_003017		Snora71C	chr20	16.4	3.0	5.5	2.7	"Homo sapiens small nucleolar RNA, H/ACA box 71C (SNORA71C), non-coding RNA."		
uc003tdu.2	AK225487	Q9NWP0	Q9NWP0_HUMAN	AK225487			Ak225487	chr7	2.3	0.5	4.7	2.7	"SubName: Full=cDNA FLJ20712 fis, clone HUV01027;"		
uc001kqu.1	NR_002954			SNORA12	NR_002954		Snora12	chr10	9.7	0.0	0.0	2.7	"Homo sapiens small nucleolar RNA, H/ACA box 12 (SNORA12), non-coding RNA."		
uc002xtj.2	BC047609			BC047609			Bc047609	chr20	1.1	0.1	8.0	2.7	"Homo sapiens, clone IMAGE:5752022, mRNA."		
uc001doo.2	NM_183242	Q5XKL5	BTBD8_HUMAN	BTBD8	NM_183242	NP_899065	Btbd8	chr1	1.5	0.3	5.2	2.6	BTB (POZ) domain containing 8		
uc001zft.2	NM_000746	P36544	ACHA7_HUMAN	CHRNA7	NM_000746	NP_000737	Chrna7	chr15	1.2	0.4	2.9	2.6	"cholinergic receptor, nicotinic, alpha 7"		
uc001boy.1	NR_002997			SCARNA1	NR_002997		Scarna1	chr1	8.4	0.1	86.2	2.6	"Homo sapiens small Cajal body-specific RNA 1 (SCARNA1), non-coding RNA."		
uc011lgj.1	NR_027259			C8orf39	NR_027259		C8orf39	chr8	6.9	3.1	2.2	2.6	"Homo sapiens PRO1905 mRNA, complete cds."		
uc002qib.2	NM_004829	B0V3L0	B0V3L0_HUMAN	NCR1	NM_004829	NP_004820	Ncr1	chr19	4.2	1.8	2.3	2.6	natural cytotoxicity triggering receptor 1		
uc010zre.1	NM_001009608	Q5VYV7	CT094_HUMAN	C20orf94	NM_001009608	NP_001009608	C20orf94	chr20	4.0	1.9	2.1	2.6	hypothetical protein LOC128710		
uc003eyt.2	NM_023915	Q5KU35	Q5KU35_HUMAN	GPR87	NM_023915	NP_076404	Gpr87	chr3	1.1	0.1	9.3	2.6	G protein-coupled receptor 87		
uc001gcu.1	AX748175			AX748175			Ax748175	chr1	1.1	0.2	6.0	2.6	"Homo sapiens cDNA FLJ36189 fis, clone TESTI2027238."		
uc002dnh.1	AK093382			AK093382			Ak093382	chr16	1.6	0.5	3.3	2.6	"Homo sapiens cDNA FLJ36063 fis, clone TESTI2018975."		
uc002iyp.1	NR_002999			SCARNA20	NR_002999		Scarna20	chr17	10.8	0.4	28.7	2.5	"Homo sapiens small Cajal body-specific RNA 20 (SCARNA20), non-coding RNA."		
uc003kne.2	BC042169			BC042169			Bc042169	chr5	1.5	0.5	3.0	2.5	"Homo sapiens cDNA FLJ35946 fis, clone TESTI2011928."		
uc011cfz.1	DM004493			DM004493			Dm004493	chr4	22.9	2.2	10.6	2.5	DM004493		
uc002vrv.1	NR_002921			SNORA75	NR_002921		Snora75	chr2	10.7	0.7	14.8	2.5	"Homo sapiens small nucleolar RNA, H/ACA box 75 (SNORA75), non-coding RNA."		
uc002vsa.2	BC069004			BC069004			Bc069004	chr2	2.5	0.9	2.8	2.5	"Homo sapiens hypothetical protein MGC4771, mRNA (cDNA clone IMAGE:3542169), partial cds."		
uc001bun.2	NM_001099434	B7ZBC6	B7ZBC6_HUMAN	DCDC2B	NM_001099434	NP_001092904	Dcdc2b	chr1	1.6	0.4	4.3	2.5	doublecortin domain containing 2B		
uc001yyi.1	BC069299	O43458	CO049_HUMAN	C15orf49			C15orf49	chr15	6.4	2.0	3.3	2.5	RecName	 Full=Putative uncharacterized protein C15orf49;	
uc004avg.3	DM004349			DM004349			Dm004349	chr9	1.4	0.0	0.0	2.4	"Homo sapiens C90RF3 short isoform, mRNA sequence."		
uc003kpt.1	NR_002922			SNORA13	NR_002922		Snora13	chr5	12.2	1.6	7.7	2.4	"Homo sapiens small nucleolar RNA, H/ACA box 13 (SNORA13), non-coding RNA."		
uc001ymv.1	NR_002964			SNORA28	NR_002964		Snora28	chr14	10.0	0.2	40.2	2.4	"Homo sapiens small nucleolar RNA, H/ACA box 28 (SNORA28), non-coding RNA."		
uc001ujo.2	NR_002979			SNORA49	NR_002979		Snora49	chr12	8.8	0.1	82.7	2.4	"Homo sapiens small nucleolar RNA, H/ACA box 49 (SNORA49), non-coding RNA."		
uc001nvy.1	NR_002562			SNORD28	NR_002562		Snord28	chr11	28.0	6.7	4.2	2.4	"Homo sapiens small nucleolar RNA, C/D box 28 (SNORD28), non-coding RNA."		
uc002hcl.2	NR_000010			SNORD4A	NR_000010		Snord4A	chr17	21.6	3.0	7.1	2.4	"Homo sapiens small nucleolar RNA, C/D box 4A (SNORD4A), non-coding RNA."		
uc003avz.1	NM_007068	Q14565	DMC1_HUMAN	DMC1	NM_007068	NP_008999	Dmc1	chr22	1.4	0.6	2.2	2.4	DMC1 dosage suppressor of mck1 homolog		
uc001yxi.2	NR_003317			SNORD116-2	NR_003317		Snord116-2	chr15	15.5	2.0	7.6	2.3	"Homo sapiens small nucleolar RNA, C/D box 116-2 (SNORD116-2), non-coding RNA."		
