Gene				Gene			Proper_Name	Chromo	BPKM (polyA-)	BPKM (polyA+)	FoldChange	WaldStat	GeneDescription		
uc010wnj.1	NR_027025			MTVR2	NR_027025		Mtvr2	chr17	1.1	0.1	9.7	2.1	"Homo sapiens mouse mammary tumor virus receptor homolog 2 (MTVR2), non-coding RNA."		
uc003niv.2	NM_021058	Q6DRA6	H2B2D_HUMAN	HIST1H2BJ	NM_021058	NP_066402	Hist1h2bj	chr6	23.4	2.4	9.7	15.5	"histone cluster 1, H2bj"		
uc010hhs.2	NR_002324			SNORA62	NR_002324		Snora62	chr3	101.3	10.5	9.7	8.7	"Homo sapiens small nucleolar RNA, H/ACA box 62 (SNORA62), non-coding RNA."		
uc001cmk.1	NR_000024			SNORD46	NR_000024		Snord46	chr1	38.5	4.0	9.6	4.3	"Homo sapiens small nucleolar RNA, C/D box 46 (SNORD46), non-coding RNA."		
uc001cdo.1	NR_002983			SNORA55	NR_002983		Snora55	chr1	23.5	2.5	9.4	4.0	"Homo sapiens small nucleolar RNA, H/ACA box 55 (SNORA55), non-coding RNA."		
uc001vog.2	NM_004951	P32249	GP183_HUMAN	GPR183	NM_004951	NP_004942	Gpr183	chr13	1.4	0.2	9.4	3.5	EBV-induced G protein-coupled receptor 2		
uc003lbi.3	NR_026763			DAMS	NR_026763		Dams	chr5	1.1	0.1	9.4	3.2	"Homo sapiens DAMS mRNA, complete cds."		
uc003nhc.3	NM_003532	Q6TXQ4	Q6TXQ4_HUMAN	HIST1H3E	NM_003532	NP_003523	Hist1h3e	chr6	3.2	0.3	9.3	4.9	"histone cluster 1, H3e"		
uc003dtm.2	NM_182909	Q4L180	FIL1L_HUMAN	FILIP1L	NM_182909	NP_878913	Filip1l	chr3	1.3	0.1	9.2	5.3	filamin A interacting protein 1-like isoform 1		
uc002qog.2	NM_006635	Q14592	ZN460_HUMAN	ZNF460	NM_006635	NP_006626	Znf460	chr19	17.8	2.0	9.1	18.3	zinc finger protein 460		
uc003mtw.2	NM_152554	Q96MT4	CF195_HUMAN	C6orf195	NM_152554	NP_689767	C6orf195	chr6	1.4	0.2	9.1	3.7	hypothetical protein LOC154386		
uc003ysm.1	BC137385			TMEM75			Tmem75	chr8	6.9	0.8	8.8	8.4	"Homo sapiens cDNA FLJ36105 fis, clone TESTI2021463."		
uc003kew.1	NR_003014			SNORA47	NR_003014		Snora47	chr5	14.3	1.6	8.8	3.1	"Homo sapiens small nucleolar RNA, H/ACA box 47 (SNORA47), non-coding RNA."		
uc011aqu.1	NR_027240	Q6ZR54	YN009_HUMAN	LOC730668	NR_027240		Loc730668	chr22	1.1	0.1	8.7	4.7	RecName	 Full=Putative uncharacterized protein FLJ46641;	
uc001gjo.1	NR_002579			SNORD74	NR_002579		Snord74	chr1	75.8	8.8	8.6	5.1	"Homo sapiens small nucleolar RNA, C/D box 74 (SNORD74), non-coding RNA."		
uc003kpt.1	NR_002922			SNORA13	NR_002922		Snora13	chr5	26.0	3.2	8.2	4.0	"Homo sapiens small nucleolar RNA, H/ACA box 13 (SNORA13), non-coding RNA."		
uc001qzg.1	NM_023920	Q9NYV9	T2R13_HUMAN	TAS2R13	NM_023920	NP_076409	Tas2r13	chr12	1.0	0.1	8.2	2.8	"taste receptor, type 2, member 13"		
uc001etc.2	NM_003528	Q6DRA6	H2B2D_HUMAN	HIST2H2BE	NM_003528	NP_003519	Hist2h2be	chr1	40.7	5.3	7.6	20.3	"histone cluster 2, H2be"		
uc009ywc.1	NR_003032			SNORA32	NR_003032		Snora32	chr11	37.8	5.2	7.3	4.5	"Homo sapiens small nucleolar RNA, H/ACA box 32 (SNORA32), non-coding RNA."		
uc003sop.1	BC044606			BC044606			Bc044606	chr7	3.7	0.5	7.2	4.5	"Homo sapiens hypothetical protein LOC221946, mRNA (cDNA clone IMAGE:4829407)."		
uc001cmp.2	NM_001013632	Q5JR98	TC1D4_HUMAN	TCTEX1D4	NM_001013632	NP_001013654	Tctex1d4	chr1	2.1	0.3	6.8	3.4	Tctex1 domain containing 4		
uc010uuh.1	NR_024121			C16orf10	NR_024121		C16orf10	chr16	4.9	0.7	6.7	3.5	"Homo sapiens chromosome 16 open reading frame 10 (C16orf10), non-coding RNA."		
uc003yjz.1	AX746867			AX746867			Ax746867	chr8	2.8	0.4	6.7	5.8	"Homo sapiens cDNA FLJ33916 fis, clone CTONG2016775."		
uc001qzo.1	NM_176885	Q50KJ2	Q50KJ2_HUMAN	TAS2R31	NM_176885	NP_795366	Tas2r31	chr12	1.9	0.3	6.7	2.9	"taste receptor, type 2, member 31"		
uc011bsh.1	NR_024413			UNQ1948	NR_024413		Unq1948	chr3	1.8	0.3	6.6	4.3	"Homo sapiens cDNA FLJ42393 fis, clone ADRGL2003329."		
uc003bqd.2	NR_004428			EGOT	NR_004428		Egot	chr3	1.6	0.2	6.6	3.2	"Homo sapiens, clone IMAGE:5759947, mRNA."		
uc003yig.1	NR_002581			SNORA72	NR_002581		Snora72	chr8	15.2	2.3	6.6	2.9	"Homo sapiens cDNA FLJ45223 fis, clone BRCAN2020050."		
uc003faz.1	AK094480			AK094480			Ak094480	chr3	1.6	0.3	6.3	3.1	"Homo sapiens cDNA FLJ37161 fis, clone BRACE2026725."		
uc011dkw.1	NM_033057	B2RNH2	B2RNH2_HUMAN	OR2B2	NM_033057	NP_149046	Or2b2	chr6	1.5	0.2	6.3	2.6	"olfactory receptor, family 2, subfamily B,"		
uc001rkf.1	NR_026806	Q0VFX0	YL001_HUMAN	FLJ13224	NR_026806		Flj13224	chr12	2.1	0.3	6.1	3.8	RecName	 Full=Putative uncharacterized protein FLJ13224;	
uc002xik.2	NR_002910			SNORA71B	NR_002910		Snora71b	chr20	54.7	9.4	5.8	5.5	"Homo sapiens small nucleolar RNA, H/ACA box 71B (SNORA71B), non-coding RNA."		
uc001cmj.1	NR_000015			SNORD55	NR_000015		Snord55	chr1	29.4	5.1	5.8	3.0	"Homo sapiens small nucleolar RNA, C/D box 55 (SNORD55), non-coding RNA."		
uc003vql.1	CR618431			CR618431			Cr618431	chr7	3.5	0.6	5.6	4.8	full-length cDNA clone CS0DI009YJ20 of Placenta Cot 25-normalized of Homo sapiens (human).		
uc003szj.2	AB050003			TSL-A			Tsl-A	chr7	1.1	0.2	5.5	2.4	"Homo sapiens TSL-A mRNA, complete cds."		
uc010ynx.1	NR_027251	Q8N5G4	Q8N5G4_HUMAN	MGC40574	NR_027251		Mgc40574	chr2	3.2	0.6	5.4	4.6	SubName	 Full=MGC40574 protein; SubName	 Full=Putative uncharacterized protein MGC40574;
uc001mgr.1	NR_002977			SNORA45	NR_002977		Snora45	chr11	26.2	4.9	5.3	3.7	"Homo sapiens small nucleolar RNA, H/ACA box 45 (SNORA45), non-coding RNA."		
uc001gcu.1	AX748175			AX748175			Ax748175	chr1	1.5	0.3	5.3	3.4	"Homo sapiens cDNA FLJ36189 fis, clone TESTI2027238."		
uc003cpc.1	NM_006564	A0N0N3	A0N0N3_HUMAN	CXCR6	NM_006564	NP_006555	Cxcr6	chr3	1.0	0.2	5.2	2.9	G protein-coupled receptor TYMSTR		
uc002agb.2	NM_033195	Q9BYZ2	LDH6B_HUMAN	LDHAL6B	NM_033195	NP_149972	Ldhal6b	chr15	1.4	0.3	5.2	3.0	lactate dehydrogenase A-like 6B		
uc010rdl.1	NR_015384			LOC100126784	NR_015384		Loc100126784	chr11	1.2	0.2	5.1	4.1	"Homo sapiens hypothetical LOC100126784, mRNA (cDNA clone IMAGE:5195868)."		
uc010gia.1	NR_003695			SNORD12B	NR_003695		Snord12b	chr20	23.1	4.6	5.0	3.0	"Homo sapiens small nucleolar RNA, C/D box 12B (SNORD12B), non-coding RNA."		
uc001yel.2	NR_003002			SCARNA13	NR_003002		Scarna13	chr14	24.5	4.9	5.0	13.6	"Homo sapiens small Cajal body-specific RNA 13 (SCARNA13), non-coding RNA."		
uc002apz.1	NR_002441			SNORD18A	NR_002441		Snord18a	chr15	16.6	3.4	4.9	2.1	"Homo sapiens small nucleolar RNA, C/D box 18A (SNORD18A), non-coding RNA."		
uc002fza.1	NM_001014985	A6NH11	GLTD2_HUMAN	GLTPD2	NM_001014985	NP_001014985	Gltpd2	chr17	1.2	0.3	4.8	2.2	glycolipid transfer protein domain containing 2		
uc003vip.1	NR_002329	A8MTU0	A8MTU0_HUMAN	ST7OT4	NR_002329		St7ot4	chr7	2.0	0.4	4.6	3.4	SubName	 Full=Putative uncharacterized protein ST7OT4;	
uc001icj.1	NM_003431	B3KNP3	B3KNP3_HUMAN	ZNF124	NM_003431	NP_003422	Znf124	chr1	10.4	2.3	4.5	11.9	zinc finger protein 124		
uc002wgk.1	NR_002981			SNORA51	NR_002981		Snora51	chr20	20.7	4.6	4.5	3.1	"Homo sapiens small nucleolar RNA, H/ACA box 51 (SNORA51), non-coding RNA."		
uc004avg.3	DM004349			DM004349			Dm004349	chr9	3.3	0.8	4.4	3.2	"Homo sapiens C90RF3 short isoform, mRNA sequence."		
uc003nka.2	NM_003535	Q6TXQ4	Q6TXQ4_HUMAN	HIST1H3J	NM_003535	NP_003526	Hist1h3j	chr6	4.8	1.1	4.4	2.8	"histone cluster 1, H3j"		
uc003pfz.1	NR_026807			C6orf155	NR_026807		C6orf155	chr6	17.6	4.1	4.3	13.4	"Homo sapiens cDNA FLJ13189 fis, clone NT2RP3004253."		
uc003lup.1	AX747080			AX747080			Ax747080	chr5	1.7	0.4	4.2	3.0	"Homo sapiens cDNA FLJ34273 fis, clone FEBRA2003181."		
uc010cph.1	NM_001113567	Q8NAA5	CQ076_HUMAN	C17orf76	NM_001113567	NP_001107039	C17orf76	chr17	7.2	1.7	4.2	9.0	hypothetical protein LOC388341 isoform 1		
uc002pon.3	NM_000951	O14669	TMG2_HUMAN	PRRG2	NM_000951	NP_000942	Prrg2	chr19	2.0	0.5	4.1	3.3	proline rich Gla (G-carboxyglutamic acid) 2		
uc001scc.2	NM_000889	P26010	ITB7_HUMAN	ITGB7	NM_000889	NP_000880	Itgb7	chr12	1.0	0.3	4.0	3.6	"integrin, beta 7 precursor"		
uc003vmk.2	NM_022143	A4D0Y9	A4D0Y9_HUMAN	LRRC4	NM_022143	NP_071426	Lrrc4	chr7	1.3	0.3	4.0	4.0	leucine rich repeat containing 4 precursor		
uc001hsy.2	NM_033445	Q96QV6	H2A1A_HUMAN	HIST3H2A	NM_033445	NP_254280	Hist3h2a	chr1	58.7	14.7	4.0	9.8	"histone cluster 3, H2a"		
uc001qsg.2	NR_003010			SCARNA12	NR_003010		Scarna12	chr12	101.8	26.3	3.9	9.4	"Homo sapiens small Cajal body-specific RNA 12 (SCARNA12), non-coding RNA."		
uc009ywd.1	NR_003026			SNORA1	NR_003026		Snora1	chr11	13.4	3.5	3.9	2.4	"Homo sapiens small nucleolar RNA, H/ACA box 1 (SNORA1), non-coding RNA."		
uc002tvg.2	CR626194			CR626194			Cr626194	chr2	2.5	0.6	3.8	2.7	full-length cDNA clone CS0DL004YM17 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human).		
uc003vqn.3	AK095549			AK095549			Ak095549	chr7	1.6	0.4	3.8	3.4	"Homo sapiens cDNA FLJ38230 fis, clone FCBBF2004448."		
uc010emz.1	NR_000020			SNORD33	NR_000020		Snord33	chr19	16.8	4.5	3.7	2.1	"Homo sapiens small nucleolar RNA, C/D box 33 (SNORD33), non-coding RNA."		
uc001dgz.2	NR_003042			SNORD45C	NR_003042		Snord45c	chr1	16.4	4.4	3.7	2.0	"Homo sapiens small nucleolar RNA, C/D box 45C (SNORD45C), non-coding RNA."		
uc001how.2	NM_001373	Q0VDD8	DYH14_HUMAN	DNAH14	NM_001373	NP_001364	Dnah14	chr1	1.2	0.3	3.6	7.9	"dynein, axonemal, heavy polypeptide 14 isoform"		
uc003qql.1	NM_001001346	P56880	CLD20_HUMAN	CLDN20	NM_001001346	NP_001001346	Cldn20	chr6	1.4	0.4	3.5	2.2	claudin 20		
uc003nhj.2	BC079832			BC079832			Bc079832	chr6	4.2	1.2	3.4	2.6	"Homo sapiens hypothetical protein MGC12935, mRNA (cDNA clone IMAGE:4309284), partial cds."		
uc010hyu.1	NR_002587			SNORD2	NR_002587		Snord2	chr3	56.9	16.9	3.4	3.4	"Homo sapiens small nucleolar RNA, C/D box 2 (SNORD2), non-coding RNA."		
uc002umo.2	BC070113			BC070113			Bc070113	chr2	2.0	0.6	3.3	5.7	"Homo sapiens cDNA FLJ36414 fis, clone THYMU2010848."		
uc003wsr.1	CR590086			CR590086			Cr590086	chr8	12.9	3.9	3.3	7.1	full-length cDNA clone CS0DF038YF19 of Fetal brain of Homo sapiens (human).		
uc003kka.3	NR_027435			LOC100129716	NR_027435		Loc100129716	chr5	1.3	0.4	3.2	3.0	"Homo sapiens hypothetical protein LOC285620, mRNA (cDNA clone IMAGE:5286379)."		
uc010qir.1	NR_027182	B2RAF7	B2RAF7_HUMAN	hCG_1818547	NR_027182		Hcg_1818547	chr10	2.3	0.7	3.2	2.9	"SubName: Full=HCG1818547; SubName: Full=cDNA, FLJ94884;"		
uc010shi.1	NM_023922	Q9NYV8	T2R14_HUMAN	TAS2R14	NM_023922	NP_076411	Tas2r14	chr12	2.2	0.7	3.2	2.4	"taste receptor, type 2, member 14"		
uc001ewx.2	NM_024575	Q6P589	TP8L2_HUMAN	TNFAIP8L2	NM_024575	NP_078851	Tnfaip8l2	chr1	1.4	0.4	3.2	2.1	"tumor necrosis factor, alpha-induced protein"		
uc004awp.1	NM_001001662	B2RNR0	B2RNR0_HUMAN	ZNF782	NM_001001662	NP_001001662	Znf782	chr9	2.4	0.8	3.1	4.7	zinc finger protein 782		
uc001qiq.2	NM_213655	Q6IFS5	HSN2_HUMAN	HSN2	NM_213655	NP_998820	Hsn2	chr12	1.1	0.4	3.1	2.4	"hereditary sensory neuropathy, type II"		
uc002cov.1	NR_002736			SNORD60	NR_002736		Snord60	chr16	22.6	7.4	3.1	2.2	"Homo sapiens small nucleolar RNA, C/D box 60 (SNORD60), non-coding RNA."		
uc011meb.1	NR_003672			SNHG7	NR_003672		Snhg7	chr9	44.8	14.8	3.0	15.9	"Homo sapiens cDNA FLJ30346 fis, clone BRACE2007527."		
uc001ump.2	BC024195			BC024195			Bc024195	chr13	1.4	0.5	3.0	2.0	"Homo sapiens cDNA clone IMAGE:3840166, **** WARNING: chimeric clone ****."		
uc011dks.1	NR_026776			LOC100270746	NR_026776		Loc100270746	chr6	3.9	1.3	2.9	3.0	"Homo sapiens hypothetical LOC100270746 (LOC100270746), non-coding RNA."		
uc003vmj.1	NR_027330			NAG8	NR_027330		Nag8	chr7	1.1	0.4	2.9	2.7	"Homo sapiens brain and nasopharyngeal carcinoma susceptibility protein NSG-x mRNA, partial cds."		
uc002wzt.2	NM_001024675	Q5JWF8	CT134_HUMAN	C20orf134	NM_001024675	NP_001019846	C20Orf134	chr20	4.5	1.5	2.9	4.8	hypothetical protein LOC170487		
uc003okf.1	NM_152753	A8K5A3	A8K5A3_HUMAN	SCUBE3	NM_152753	NP_689966	Scube3	chr6	1.7	0.6	2.8	4.6	"signal peptide, CUB domain, EGF-like 3"		
uc001hqw.1	NM_178549	Q5SXM1	ZN678_HUMAN	ZNF678	NM_178549	NP_848644	Znf678	chr1	2.1	0.8	2.7	4.0	zinc finger protein 678		
uc001bun.2	NM_001099434	B7ZBC6	B7ZBC6_HUMAN	DCDC2B	NM_001099434	NP_001092904	Dcdc2b	chr1	1.9	0.7	2.7	2.4	doublecortin domain containing 2B		
uc010tie.1	NR_027350			C13orf25 v_1	NR_027350		C13Orf25 V_1	chr13	5.3	2.0	2.7	7.8	"Homo sapiens C13orf25 v_1 mRNA for chromosome 13 open reading frame 25 variant 1, complete cds."		
uc010tif.1	NM_004466	P78333	GPC5_HUMAN	GPC5	NM_004466	NP_004457	Gpc5	chr13	17.7	6.6	2.7	10.8	glypican 5 precursor		
uc003dvp.2	NM_031419	Q9BYH8	IKBZ_HUMAN	NFKBIZ	NM_031419	NP_113607	Nfkbiz	chr3	2.2	0.8	2.7	4.5	nuclear factor of kappa light polypeptide gene		
uc003cel.2	NM_001003793	Q6XE24	RBMS3_HUMAN	RBMS3	NM_001003793	NP_001003793	Rbms3	chr3	1.9	0.7	2.7	3.6	"RNA binding motif, single stranded interacting"		
uc003qup.1	AK090688			AK090688			Ak090688	chr6	5.5	2.1	2.6	5.0	"Homo sapiens cDNA FLJ33369 fis, clone BRACE2005904."		
uc001vny.1	CR605438			CR605438			Cr605438	chr13	1.5	0.6	2.6	2.4	"Homo sapiens clone IMAGE:110862, mRNA sequence."		
uc003ebn.2	NM_015642	Q9HC78-2	Q9HC78-2	ZBTB20	NM_015642	NP_056457	Zbtb20	chr3	5.2	2.1	2.5	7.6	zinc finger and BTB domain containing 20 isoform		
uc004dry.2	CR624170			CR624170			Cr624170	chrX	5.2	2.1	2.5	4.5	full-length cDNA clone CS0DC007YA11 of Neuroblastoma Cot 25-normalized of Homo sapiens (human).		
uc010nlq.1	AK311345			AK311345			Ak311345	chrX	5.1	2.1	2.4	6.9	"Homo sapiens cDNA FLJ33139 fis, clone UTERU1000109."		
uc001qvl.2	NM_002864	B2R950	B2R950_HUMAN	PZP	NM_002864	NP_002855	Pzp	chr12	8.2	3.4	2.4	9.7	pregnancy-zone protein precursor		
uc004eqg.1	BC003645			LOC642776			Loc642776	chrX	1.8	0.7	2.4	2.7	"Homo sapiens hypothetical protein LOC642776, mRNA (cDNA clone IMAGE:3533146), partial cds."		
uc010mix.1	EU741058			CDKN2BAS			Cdkn2Bas	chr9	4.5	1.9	2.4	3.0	"Homo sapiens CDKN2B antisense RNA (non-protein coding) (CDKN2BAS), non-coding RNA."		
uc001cgm.1	NM_144990	Q499Z3	SLNL1_HUMAN	SLFNL1	NM_144990	NP_659427	Slfnl1	chr1	4.3	1.8	2.4	4.2	schlafen-like 1		
uc001vdo.1	AY455757			BCMSUN			Bcmsun	chr13	1.6	0.7	2.4	3.0	"Homo sapiens BCMS-upstream neighbor (BCMSUN) mRNA, partial sequence."		
uc001pdy.3	NR_003028			SNORA25	NR_003028		Snora25	chr11	25.4	10.7	2.4	2.5	"Homo sapiens small nucleolar RNA, H/ACA box 25 (SNORA25), non-coding RNA."		
uc010xac.1	NM_032142	B7ZMF0	B7ZMF0_HUMAN	CEP192	NM_032142	NP_115518	Cep192	chr18	12.8	5.4	2.4	16.5	centrosomal protein 192kDa		
uc004clb.3	NR_027447	Q8WUC7	Q8WUC7_HUMAN	LOC100289341	NR_027447		Loc100289341	chr9	2.7	1.1	2.4	3.1	SubName	 Full=Putative uncharacterized protein; Flags	 Fragment;
uc001exo.2	BC021024			BC021024			Bc021024	chr1	4.2	1.8	2.3	2.2	"Homo sapiens, clone IMAGE:3616855, mRNA."		
uc004auk.2	BC036695			BC036695			Bc036695	chr9	4.9	2.1	2.3	3.5	Homo sapiens cDNA clone IMAGE	5265295	
uc002jrt.2	BX648448			BX648448			Bx648448	chr17	1.3	0.5	2.3	2.2	"Homo sapiens cDNA FLJ35076 fis, clone PLACE6001712."		
uc001xqo.1	AK096592			AK096592			Ak096592	chr14	1.5	0.6	2.2	2.9	"Homo sapiens cDNA FLJ39273 fis, clone OCBBF2010792."		
uc001vii.1	AK057471			AK057471			Ak057471	chr13	1.9	0.8	2.2	2.5	"Homo sapiens cDNA FLJ32909 fis, clone TESTI2006007."		
uc010hvg.1	AK309441			AK309441			Ak309441	chr3	22.5	10.5	2.1	5.9	"Homo sapiens cDNA, FLJ99482."		
uc003jgq.1	AX747383			AX747383			Ax747383	chr5	1.4	0.6	2.1	2.1	"Homo sapiens cDNA FLJ34836 fis, clone NT2NE2010400."		
uc002amn.2	NM_203373	Q6P050	FXL22_HUMAN	FBXL22	NM_203373	NP_976307	Fbxl22	chr15	1.3	0.6	2.1	2.5	F-box and leucine-rich repeat protein 22		
uc004dez.1	BC039399			BC039399			Bc039399	chrX	8.3	3.9	2.1	3.4	Homo sapiens cDNA clone IMAGE	5300185	
uc003tta.2	NM_178558	B3KVJ4	B3KVJ4_HUMAN	ZNF680	NM_178558	NP_848653	Znf680	chr7	3.1	1.5	2.1	4.9	zinc finger protein 680 isoform 1		
uc002ygv.1	NM_025224	Q6ZMU8	Q6ZMU8_HUMAN	ZBTB46	NM_025224	NP_079500	Zbtb46	chr20	4.4	2.1	2.1	5.6	zinc finger and BTB domain containing 46		
uc009wdn.2	AK307291			AK307291			Ak307291	chr1	5.4	2.6	2.1	3.6	"Homo sapiens cDNA, FLJ97239."		
uc003far.2	NM_172160	A8K9H8	A8K9H8_HUMAN	KCNAB1	NM_172160	NP_751892	Kcnab1	chr3	1.9	0.9	2.1	3.9	"potassium voltage-gated channel, shaker-related"		
uc010roh.1	NR_002819			MALAT1	NR_002819		Malat1	chr11	1445.1	700.8	2.1	138.6	Homo sapiens clone alpha1 mRNA sequence.		
uc003eqv.1	NM_002718	A8KAE7	A8KAE7_HUMAN	PPP2R3A	NM_002718	NP_002709	Ppp2r3a	chr3	1.0	0.5	2.1	3.3	"protein phosphatase 2, regulatory subunit B'',"		
uc011lgj.1	NR_027259			C8orf39	NR_027259		C8orf39	chr8	9.3	4.6	2.0	3.1	"Homo sapiens PRO1905 mRNA, complete cds."		
uc001squ.2	NM_004731	Q8NEM3	Q8NEM3_HUMAN	SLC16A7	NM_004731	NP_004722	Slc16a7	chr12	9.9	4.9	2.0	7.7	"solute carrier family 16, member 7"		
uc011czv.1	NR_026703			VTRNA1-1	NR_026703		Vtrna1-1	chr5	168.0	0.0	0.0	10.1	"Homo sapiens vault RNA 1-1 (VTRNA1-1), non-coding RNA."		
uc003nfu.2	NM_021062	Q6DRA6	H2B2D_HUMAN	HIST1H2BB	NM_021062	NP_066406	Hist1h2bb	chr6	14.6	0.0	0.0	6.2	"histone cluster 1, H2bb"		
uc010nap.1	NR_023344			RNU6ATAC	NR_023344		Rnu6atac	chr9	37.4	0.0	0.0	5.4	"Homo sapiens RNA, U6atac small nuclear (U12-dependent splicing) (RNU6ATAC), non-coding RNA."		
uc003njp.2	NM_021968	B2R4R0	B2R4R0_HUMAN	HIST1H4J	NM_021968	NP_068803	Hist1h4j	chr6	4.6	0.0	0.0	3.2	"histone cluster 1, H4j"		
uc011czx.1	NR_026705			VTRNA1-3	NR_026705		Vtrna1-3	chr5	12.2	0.0	0.0	2.6	"Homo sapiens vault RNA 1-3 (VTRNA1-3), non-coding RNA."		
uc011czw.1	NR_026704			VTRNA1-2	NR_026704		Vtrna1-2	chr5	11.0	0.0	0.0	2.4	"Homo sapiens vault RNA 1-2 (VTRNA1-2), non-coding RNA."		
uc010bhp.1	NR_004388			SCARNA14	NR_004388		Scarna14	chr15	5.9	0.0	0.0	2.2	"Homo sapiens small Cajal body-specific RNA 14 (SCARNA14), non-coding RNA."		
